-0.015 0
0.015 5.77583e-06
0.045 6.32441e-06
0.075 6.93174e-06
0.105 7.60197e-06
0.135 8.33318e-06
0.165 9.12164e-06
0.195 9.9665e-06
0.225 1.08713e-05
0.255 1.18422e-05
0.285 1.2886e-05
0.315 1.40084e-05
0.345 1.52143e-05
0.375 1.65076e-05
0.405 1.78926e-05
0.435 1.93736e-05
0.465 2.09556e-05
0.495 2.26441e-05
0.525 2.44445e-05
0.555 2.63624e-05
0.585 2.84035e-05
0.615 3.05734e-05
0.645 3.28777e-05
0.675 3.53222e-05
0.705 3.79128e-05
0.735 4.06552e-05
0.765 4.35555e-05
0.795 4.66194e-05
0.825 4.98529e-05
0.855 5.32616e-05
0.885 5.68513e-05
0.915 6.06276e-05
0.945 6.45959e-05
0.975 6.87615e-05
1.005 7.31297e-05
1.035 7.77052e-05
1.065 8.24927e-05
1.095 8.74966e-05
1.125 9.27209e-05
1.155 9.81694e-05
1.185 0.000103845
1.215 0.000109752
1.245 0.000115891
1.275 0.000122266
1.305 0.000128877
1.335 0.000135725
1.365 0.000142812
1.395 0.000150136
1.425 0.000157697
1.455 0.000165494
1.485 0.000173524
1.515 0.000181785
1.545 0.000190273
1.575 0.000198984
1.605 0.000207913
1.635 0.000217054
1.665 0.000226401
1.695 0.000235946
1.725 0.000245681
1.755 0.000255597
1.785 0.000265685
1.815 0.000275934
1.845 0.000286333
1.875 0.00029687
1.905 0.000307532
1.935 0.000318306
1.965 0.000329178
1.995 0.000340134
2.025 0.000351156
2.055 0.000362231
2.085 0.000373341
2.115 0.00038447
2.145 0.000395599
2.175 0.000406711
2.205 0.000417789
2.235 0.000428813
2.265 0.000439765
2.295 0.000450626
2.325 0.000461377
2.355 0.000472
2.385 0.000482475
2.415 0.000492784
2.445 0.000502908
2.475 0.000512828
2.505 0.000522528
2.535 0.000531988
2.565 0.000541193
2.595 0.000550125
2.625 0.000558769
2.655 0.000567108
2.685 0.000575129
2.715 0.000582818
2.745 0.000590161
2.775 0.000597147
2.805 0.000603764
2.835 0.000610002
2.865 0.000615853
2.895 0.000621307
2.925 0.000626359
2.955 0.000631002
2.985 0.000635231
3.015 0.000639044
3.045 0.000642438
3.075 0.000645411
3.105 0.000647964
3.135 0.000650099
3.165 0.000651817
3.195 0.000653122
3.225 0.000654019
3.255 0.000654513
3.285 0.000654613
3.315 0.000654325
3.345 0.000653659
3.375 0.000652625
3.405 0.000651233
3.435 0.000649496
3.465 0.000647426
3.495 0.000645037
3.525 0.000642342
3.555 0.000639357
3.585 0.000636097
3.615 0.000632577
3.645 0.000628814
3.675 0.000624825
3.705 0.000620626
3.735 0.000616235
3.765 0.00061167
3.795 0.000606947
3.825 0.000602085
3.855 0.0005971
3.885 0.000592011
3.915 0.000586836
3.945 0.00058159
3.975 0.000576291
4.005 0.000570956
4.035 0.000565601
4.065 0.000560241
4.095 0.000554893
4.125 0.000549571
4.155 0.000544289
4.185 0.000539062
4.215 0.000533903
4.245 0.000528824
4.275 0.000523837
4.305 0.000518954
4.335 0.000514185
4.365 0.000509542
4.395 0.000505031
4.425 0.000500664
4.455 0.000496447
4.485 0.000492388
4.515 0.000488493
4.545 0.000484769
4.575 0.00048122
4.605 0.000477851
4.635 0.000474667
4.665 0.00047167
4.695 0.000468864
4.725 0.00046625
4.755 0.000463829
4.785 0.000461604
4.815 0.000459575
4.845 0.000457741
4.875 0.000456103
4.905 0.00045466
4.935 0.000453409
4.965 0.000452351
4.995 0.000451482
5.025 0.000450802
